id,city_name,latitude,longitude,country_code
60,Ekwok,59.362792,-157.478211,USA
61,Elfin Cove,58.195,-136.358333,USA
62,Elim,64.621662,-162.260371,USA
63,Elmendorf Afb,61.251531,-149.812667,USA
64,Emmonak,62.827404,-164.131298,USA
65,Ester,64.846667,-148.016667,USA
66,Fairbanks,64.840238,-147.710431,USA
67,False Pass,54.841028,-163.436845,USA
68,Fort Greely,64.036667,-145.733333,USA
69,Fort Richardson,61.275256,-149.675454,USA
70,Fort Wainwright,64.828303,-147.655673,USA
71,Fort Yukon,66.520744,-145.306439,USA
72,Gakona,62.654744,-143.568393,USA
73,Galena,64.760784,-156.797701,USA
74,Gambell,63.776555,-171.701685,USA
75,Girdwood,60.9425,-149.166389,USA
76,Glennallen,62.103895,-145.661684,USA
77,Goodnews Bay,59.085008,-161.587146,USA
78,Grayling,63.372013,-159.404907,USA
79,Gustavus,58.42835,-135.761542,USA
80,Haines,59.251886,-135.542032,USA
81,Healy,63.917123,-149.011128,USA
82,Holy Cross,62.192584,-159.825092,USA
83,Homer,59.665495,-151.462644,USA
84,Hoonah,58.032237,-135.558435,USA
85,Hooper Bay,61.537157,-165.891045,USA
86,Hope,60.92,-149.641667,USA
87,Houston,61.633611,-149.841111,USA
88,Hughes,66.038246,-154.26443,USA
89,Huslia,65.689918,-156.291976,USA
90,Hydaburg,55.137406,-132.633175,USA
91,Hyder,55.925867,-130.124915,USA
92,Iliamna,59.564836,-155.462556,USA
93,Indian,60.9804,-149.4917,USA
94,Juneau,58.362767,-134.529429,USA
95,Kake,56.975833,-133.947222,USA
96,Kaktovik,70.042889,-143.631329,USA
97,Kalskag,61.541006,-160.3261,USA
98,Kaltag,64.330452,-158.724251,USA
99,Karluk,57.57,-154.458333,USA
100,Kasigluk,60.895556,-162.520556,USA
101,Kasilof,60.316365,-151.28958,USA
102,Kenai,60.614467,-151.254556,USA
103,Ketchikan,55.372028,-131.683175,USA
104,Kiana,67.18026,-158.152204,USA
105,King Cove,55.062848,-162.305561,USA
106,King Salmon,58.724264,-156.641603,USA
107,Kipnuk,59.923204,-164.101013,USA
108,Kivalina,67.665859,-163.733617,USA
109,Klawock,55.552611,-133.055503,USA
110,Kobuk,66.912253,-157.066864,USA
111,Kodiak,57.781967,-152.500169,USA
112,Kongiganak,60.9888,-149.4116,USA
113,Kotlik,63.029471,-163.554153,USA
114,Kotzebue,66.846459,-162.126493,USA
115,Koyuk,64.931668,-161.149957,USA
116,Koyukuk,64.883333,-157.7,USA
117,Kwethluk,60.771814,-161.38849,USA
118,Kwigillingok,59.881022,-162.984938,USA
119,Lake Minchumina,63.903884,-152.430081,USA
120,Larsen Bay,57.538333,-153.98,USA
121,Levelock,59.371395,-154.976815,USA
122,Lower Kalskag,61.51377,-160.359966,USA
123,Manley Hot Springs,65.02058,-150.573267,USA
124,Manokotak,59.009559,-158.989699,USA
125,Marshall,61.837087,-161.7394,USA
126,Mc Grath,62.967153,-155.585153,USA
127,Mekoryuk,60.365679,-166.283583,USA
128,Metlakatla,55.121491,-131.579001,USA
129,Meyers Chuck,55.741667,-132.253333,USA
130,Minto,65.058399,-149.691186,USA
131,Moose Pass,60.85852,-149.255911,USA
132,Mountain Village,62.158913,-163.883822,USA
133,Naknek,58.885699,-156.705405,USA
134,Napakiak,60.663758,-161.738144,USA
135,Nenana,64.557656,-149.086744,USA
136,New Stuyahok,59.593533,-157.297205,USA
137,Nightmute,60.479444,-164.723889,USA
138,Nikiski,60.690278,-151.288889,USA
139,Nikolai,63.001603,-154.381247,USA
140,Nikolski,52.988337,-168.788427,USA
141,Ninilchik,60.010833,-151.639604,USA
142,Noatak,66.97553,-160.509453,USA
143,Nome,64.505775,-165.310667,USA
144,Nondalton,60.030837,-154.731675,USA
145,Noorvik,66.836353,-161.044132,USA
146,North Pole,64.78049,-147.369353,USA
147,Northway,62.964167,-141.908611,USA
148,Nuiqsut,70.192737,-150.997119,USA
149,Nulato,64.778024,-157.991353,USA
150,Nunam Iqua,62.509167,-164.453333,USA
151,Nunapitchuk,60.896944,-162.459444,USA
152,Old Harbor,57.202778,-153.303889,USA
153,Ouzinkie,57.925,-152.491667,USA
154,Palmer,61.613814,-149.065323,USA
155,Pedro Bay,59.92238,-153.821856,USA
156,Pelican,57.960833,-136.2275,USA
157,Perryville,55.945289,-159.259333,USA
158,Petersburg,56.827134,-133.160683,USA
159,Pilot Point,57.595193,-157.449272,USA
160,Pilot Station,61.946159,-162.874716,USA
161,Platinum,58.63364,-162.043201,USA
162,Point Baker,56.307858,-133.376372,USA
163,Point Hope,68.312058,-166.72618,USA
164,Point Lay,69.705626,-162.906148,USA
165,Port Alexander,57.05,-135.333333,USA
166,Port Alsworth,60.636416,-154.433803,USA
167,Port Heiden,56.964333,-158.566367,USA
168,Port Lions,57.866667,-152.883333,USA
169,Prudhoe Bay,70.070057,-148.559636,USA
170,Quinhagak,59.738057,-161.874938,USA
171,Rampart,65.383627,-150.011201,USA
172,Red Devil,61.735389,-157.195969,USA
173,Ruby,64.720062,-155.503872,USA
174,Russian Mission,61.591302,-161.558413,USA
175,Saint George Island,56.60324,-169.547257,USA
176,Saint Marys,62.054106,-163.205263,USA
177,Saint Michael,63.47759,-162.109141,USA
178,Saint Paul Island,57.178697,-170.293408,USA
179,Salcha,64.50905,-146.952974,USA
180,Sand Point,55.319236,-160.491435,USA
181,Savoonga,63.679737,-170.470908,USA
182,Scammon Bay,61.845019,-165.581945,USA
183,Selawik,65.713537,-158.534287,USA
184,Seldovia,59.436667,-151.708333,USA
185,Seward,60.132874,-149.39849,USA
186,Shageluk,62.661092,-159.52816,USA
187,Shaktoolik,64.375498,-161.174589,USA
188,Shishmaref,66.230562,-166.137276,USA
189,Shungnak,66.958141,-157.613496,USA
190,Sitka,57.051436,-135.316569,USA
191,Skagway,59.468471,-135.301794,USA
192,Skwentna,61.958333,-151.181667,USA
193,Sleetmute,61.634555,-157.118284,USA
194,Soldotna,60.481778,-151.13582,USA
195,South Naknek,58.736221,-156.850289,USA
196,Stebbins,63.478468,-162.227355,USA
197,Sterling,60.520373,-150.849792,USA
198,Stevens Village,65.995894,-149.118286,USA
199,Sutton,61.796667,-148.462778,USA
200,Takotna,62.948889,-155.566389,USA
201,Talkeetna,62.260516,-150.110097,USA
202,Tanacross,63.385278,-143.346389,USA
203,Tanana,65.156483,-152.103747,USA
204,Tatitlek,60.864722,-146.678611,USA
205,Teller,65.240164,-166.3833,USA
206,Tenakee Springs,57.78,-135.216667,USA
207,Thorne Bay,55.66086,-132.513815,USA
208,Togiak,59.066667,-160.4,USA
209,Tok,63.333333,-142.983333,USA
210,Toksook Bay,60.537,-165.097,USA
211,Trapper Creek,61.441361,-150.284455,USA
212,Tuluksak,61.108848,-160.938924,USA
213,Tuntutuliak,60.8438,-161.6372,USA
214,Tununak,60.539322,-165.097464,USA
215,Two Rivers,64.871944,-147.038056,USA
216,Tyonek,61.117929,-151.348495,USA
217,Unalakleet,63.883478,-160.788365,USA
218,Unalaska,53.887114,-166.519855,USA
219,Valdez,60.895044,-146.195628,USA
220,Venetie,67.010446,-146.413723,USA
221,Wainwright,70.620064,-160.012532,USA
222,Wales,65.688212,-168.520521,USA
223,Ward Cove,55.408333,-131.725,USA
224,Wasilla,61.5814,-149.4394,USA
225,White Mountain,64.702791,-163.42185,USA
226,Whittier,60.775,-148.683333,USA
227,Willow,61.771511,-150.188891,USA
228,Wrangell,56.433524,-132.352918,USA
229,Yakutat,59.620211,-139.778858,USA
230,Abbeville,31.575479,-85.279044,USA
231,Abernant,33.290278,-87.198056,USA
232,Adamsville,33.588437,-86.959727,USA
233,Addison,34.205571,-87.194766,USA
234,Adger,33.434277,-87.167455,USA
235,Akron,32.872354,-87.708558,USA
236,Alabaster,33.236868,-86.812861,USA
237,Alberta,32.144889,-87.342503,USA
238,Albertville,34.273859,-86.206447,USA
239,Alexander City,32.941445,-85.951086,USA
240,Alexandria,33.780785,-85.892447,USA
241,Aliceville,33.122813,-88.166689,USA
242,Allgood,33.911944,-86.509444,USA
243,Alma,31.463889,-87.753889,USA
244,Alpine,33.331165,-86.208934,USA
245,Alton,33.579167,-86.6375,USA
246,Altoona,34.042916,-86.350879,USA
247,Andalusia,31.297142,-86.490468,USA
248,Anderson,34.951777,-87.272327,USA
249,Annemanie,32.052778,-87.570833,USA
250,Anniston,33.653896,-85.838152,USA
251,Arab,34.328339,-86.489638,USA
252,Ardmore,34.980447,-86.834612,USA
253,Ariton,31.582996,-85.707716,USA
254,Arley,34.063234,-87.182761,USA
255,Arlington,32.066784,-87.559691,USA
256,Ashford,31.1888,-85.253488,USA
257,Ashland,33.247363,-85.828976,USA
258,Ashville,33.837366,-86.255167,USA
259,Athens,34.803604,-86.970733,USA
260,Atmore,31.057245,-87.487347,USA
261,Attalla,34.029597,-86.096717,USA
262,Auburn,32.602043,-85.489001,USA
263,Auburn University,32.601,-85.4882,USA
264,Autaugaville,32.462462,-86.714938,USA
265,Axis,31.006817,-88.04274,USA
266,Baileyton,34.268298,-86.621299,USA
267,Banks,31.836792,-85.799844,USA
268,Bankston,33.70083,-87.68965,USA
269,Bay Minette,30.86354,-87.76444,USA
270,Bayou La Batre,30.407983,-88.250697,USA
271,Bear Creek,34.213469,-87.686083,USA
272,Beatrice,31.727324,-87.171912,USA
273,Beaverton,33.942877,-88.01567,USA
274,Belk,33.6475,-87.931389,USA
275,Bellamy,32.448889,-88.133611,USA
276,Belle Mina,34.656667,-86.879167,USA
277,Bellwood,31.173056,-85.793333,USA
278,Berry,33.694485,-87.622563,USA
279,Bessemer,33.409002,-86.947547,USA
280,Billingsley,32.610578,-86.716301,USA
281,Birmingham,33.519,-86.8014,USA
282,Birmingham,33.401559,-86.705511,USA
283,Black,31.01318,-85.745634,USA
284,Blountsville,34.092937,-86.568628,USA
285,Boaz,34.173889,-86.121111,USA
286,Boaz,34.173686,-86.148003,USA
287,Boligee,32.774646,-88.026652,USA
288,Bon Air,33.263611,-86.335556,USA
289,Bon Secour,30.328883,-87.721355,USA
290,Booth,32.500278,-86.571944,USA
291,Boykin,32.077778,-87.281389,USA
292,Brantley,31.570963,-86.274343,USA
293,Bremen,33.973664,-87.004281,USA
294,Brent,32.93567,-87.211387,USA
295,Brewton,31.118926,-87.067325,USA
296,Bridgeport,34.944638,-85.727681,USA
297,Brierfield,33.042747,-86.951672,USA
298,Brilliant,34.037702,-87.756315,USA
299,Brooklyn,31.2625,-86.771111,USA
300,Brookside,33.637778,-86.916667,USA
301,Brookwood,33.277523,-87.309025,USA
302,Brownsboro,34.716733,-86.468703,USA
303,Brundidge,31.701324,-85.817668,USA
304,Bryant,34.945026,-85.632445,USA
305,Bucks,31.010278,-88.024167,USA
306,Buhl,33.249448,-87.718886,USA
307,Burnt Corn,31.458009,-86.925771,USA
308,Burnwell,33.707778,-87.0875,USA
309,Butler,32.082906,-88.206391,USA
310,Bynum,33.613056,-85.961111,USA
311,Calera,33.1098,-86.755987,USA
312,Calvert,31.160556,-88.031111,USA
313,Camden,32.004732,-87.295049,USA
314,Camp Hill,32.782749,-85.64738,USA
315,Campbell,31.963512,-88.006072,USA
316,Capshaw,34.773056,-86.792778,USA
317,Carbon Hill,33.909252,-87.540328,USA
318,Cardiff,33.645556,-86.933611,USA
319,Carlton,31.322449,-87.837793,USA
320,Carrollton,33.248506,-88.132122,USA
321,Castleberry,31.326113,-87.026754,USA
322,Catherine,32.182,-87.483623,USA
323,Cecil,32.300891,-86.011241,USA
324,Cedar Bluff,34.241662,-85.602567,USA
325,Centre,34.111592,-85.609229,USA
326,Centreville,32.950324,-87.11924,USA
327,Chancellor,31.173379,-85.910897,USA
328,Chapman,31.671111,-86.712222,USA
329,Chatom,31.487638,-88.269887,USA
330,Chelsea,33.371582,-86.614132,USA
331,Cherokee,34.744188,-87.972445,USA
332,Childersburg,33.266928,-86.337622,USA
333,Choccolocco,33.659167,-85.703611,USA
334,Chunchula,30.991178,-88.131126,USA
335,Citronelle,31.042533,-88.254949,USA
336,Clanton,32.835532,-86.642472,USA
337,Clay,33.7025,-86.599722,USA
338,Clayton,31.887413,-85.450932,USA
339,Cleveland,33.992106,-86.559355,USA
340,Clinton,32.913611,-87.9925,USA
341,Clio,31.68521,-85.590419,USA
342,Clopton,31.602843,-85.482308,USA
343,Cloverdale,34.938611,-87.771389,USA
344,Coaling,33.158889,-87.340833,USA
345,Coden,30.418834,-88.168276,USA
346,Coffee Springs,31.138758,-85.918224,USA
347,Coffeeville,31.78428,-88.071542,USA
348,Coker,33.252612,-87.636528,USA
349,Collinsville,34.267957,-85.861969,USA
350,Columbia,31.335235,-85.145488,USA
351,Columbiana,33.176964,-86.616145,USA
352,Cook Springs,33.589722,-86.361944,USA
353,Coosada,32.496667,-86.331667,USA
354,Cordova,33.768033,-87.18406,USA
355,Cottondale,33.176667,-87.387051,USA
356,Cottonton,32.146667,-85.073889,USA
357,Cottonwood,31.098934,-85.375665,USA
358,Courtland,34.671866,-87.314255,USA
359,Cowarts,31.2,-85.304722,USA
360,Coy,31.888851,-87.392558,USA
361,Cragford,33.217148,-85.710797,USA
362,Crane Hill,34.082117,-87.048395,USA
363,Creola,30.901267,-88.017414,USA
364,Cropwell,33.506448,-86.280026,USA
365,Crossville,34.258784,-86.030575,USA
366,Cuba,32.410973,-88.361083,USA
367,Cullman,34.176146,-86.829777,USA
368,Cusseta,32.803194,-85.215791,USA
369,Dadeville,32.82239,-85.770395,USA
370,Daleville,31.281091,-85.730473,USA
371,Danville,34.452189,-87.053187,USA
372,Daphne,30.61972,-87.889522,USA
373,Dauphin Island,30.252057,-88.109644,USA
374,Daviston,33.033471,-85.753831,USA
375,Dawson,34.356838,-85.929161,USA
376,De Armanville,33.626389,-85.751389,USA
377,Deatsville,32.613405,-86.338211,USA
378,Decatur,34.589599,-86.98868,USA
379,Deer Park,31.184892,-88.32731,USA
380,Delmar,34.17,-87.605833,USA
381,Delta,33.457303,-85.679279,USA
382,Demopolis,32.490792,-87.839669,USA
383,Detroit,34.010874,-88.16063,USA
384,Dickinson,31.717167,-87.656929,USA
385,Dixons Mills,32.067209,-87.745356,USA
386,Docena,33.559444,-86.931111,USA
387,Dolomite,33.465424,-86.956435,USA
388,Dora,33.734947,-87.040148,USA
389,Dothan,31.202888,-85.418036,USA
390,Double Springs,34.138682,-87.397431,USA
391,Douglas,34.173611,-86.323611,USA
392,Dozier,31.506614,-86.366315,USA
393,Duncanville,33.082815,-87.494977,USA
394,Dutton,34.604558,-85.906729,USA
395,East Tallassee,32.607222,-85.808056,USA
396,Eastaboga,33.603132,-85.96075,USA
397,Echola,33.316559,-87.807202,USA
398,Eclectic,32.65419,-86.031614,USA
399,Edwardsville,33.707222,-85.509167,USA
400,Eight Mile,30.795074,-88.182311,USA
401,Elba,31.41373,-86.077728,USA
402,Elberta,30.394239,-87.58896,USA
403,Eldridge,33.931546,-87.619397,USA
404,Elkmont,34.915241,-86.910452,USA
405,Elmore,32.545378,-86.316134,USA
406,Elrod,33.343678,-87.801429,USA
407,Emelle,32.754963,-88.305747,USA
408,Empire,33.825589,-87.016139,USA
409,Enterprise,31.340789,-85.842111,USA
410,Epes,32.763371,-88.161443,USA
411,Equality,32.813908,-86.105064,USA
412,Estillfork,34.913017,-86.171571,USA
413,Ethelsville,33.386816,-88.221987,USA
414,Eufaula,31.905063,-85.165605,USA
415,Eutaw,32.888871,-87.930297,USA
416,Eva,34.347778,-86.704427,USA
417,Excel,31.427778,-87.341389,USA
418,Fackler,34.82589,-85.984648,USA
419,Fairfield,33.473494,-86.918262,USA
420,Fairhope,30.50116,-87.883546,USA
421,Falkville,34.347653,-86.913086,USA
422,Faunsdale,32.423259,-87.618079,USA
423,Fayette,33.697397,-87.834647,USA
424,Fitzpatrick,32.151607,-85.888329,USA
425,Five Points,33.042408,-85.324264,USA
426,Flat Rock,34.807598,-85.708372,USA
427,Flomaton,31.040233,-87.266365,USA
428,Florala,31.017194,-86.338528,USA
429,Florence,34.830547,-87.655985,USA
430,Foley,30.400664,-87.685737,USA
431,Forest Home,31.85318,-86.786377,USA
432,Forkland,32.644661,-87.881676,USA
433,Fort Davis,32.28945,-85.700688,USA
434,Fort Deposit,31.995979,-86.576142,USA
435,Fort Mitchell,32.341389,-85.021667,USA
436,Fort Payne,34.436792,-85.712394,USA
437,Fort Rucker,31.348011,-85.721374,USA
438,Fosters,33.135859,-87.735688,USA
439,Franklin,31.723815,-87.441237,USA
440,Frankville,31.64684,-88.133185,USA
441,Frisco City,31.423478,-87.381744,USA
442,Fruitdale,31.348843,-88.376597,USA
443,Fruithurst,33.771732,-85.43814,USA
444,Fulton,31.790947,-87.708065,USA
445,Fultondale,33.611283,-86.813614,USA
446,Furman,32.006667,-86.966944,USA
447,Fyffe,34.437284,-85.928849,USA
448,Gadsden,33.997248,-86.010279,USA
449,Gainestown,31.425822,-87.682176,USA
450,Gainesville,32.908364,-88.271558,USA
451,Gallant,33.997586,-86.234606,USA
452,Gallion,32.529771,-87.698542,USA
453,Gantt,31.416909,-86.419836,USA
454,Garden City,34.014444,-86.746944,USA
455,Gardendale,33.71891,-86.822481,USA
456,Gaylesville,34.357324,-85.558893,USA
457,Geneva,31.041445,-85.884748,USA
458,Georgiana,31.628662,-86.733965,USA
459,Geraldine,34.343864,-86.040393,USA
460,Gilbertown,31.866602,-88.326514,USA
461,Glen Allen,33.899444,-87.730278,USA
462,Glenwood,31.664143,-86.170972,USA
463,Goodsprings,33.668889,-87.231667,USA
464,Goodwater,33.074642,-86.078149,USA
465,Goodway,31.336667,-87.425833,USA
466,Gordo,33.346917,-87.900504,USA
467,Gordon,31.10019,-85.123412,USA
468,Goshen,31.82497,-86.104851,USA
469,Grady,32.019397,-86.129246,USA
470,Graham,33.462976,-85.334034,USA
471,Grand Bay,30.498288,-88.32825,USA
472,Grant,34.495902,-86.259041,USA
473,Graysville,33.63356,-86.948221,USA
474,Green Pond,33.225,-87.126389,USA
475,Greensboro,32.716721,-87.590494,USA
476,Greenville,31.810036,-86.622919,USA
477,Grove Hill,31.675502,-87.763571,USA
478,Groveoak,34.435874,-86.040023,USA
479,Guin,33.967624,-87.90238,USA
480,Gulf Shores,30.268954,-87.712795,USA
481,Guntersville,34.32193,-86.305463,USA
482,Gurley,34.713964,-86.394028,USA
483,Hackleburg,34.267803,-87.860762,USA
484,Haleyville,34.231423,-87.593811,USA
485,Hamilton,34.153413,-88.008521,USA
486,Hanceville,34.051569,-86.784844,USA
487,Hardaway,32.312939,-85.883837,USA
488,Harpersville,33.36746,-86.429441,USA
489,Hartford,31.08598,-85.719204,USA
490,Hartselle,34.448206,-86.924235,USA
491,Harvest,34.82732,-86.749929,USA
492,Hatchechubbee,32.284531,-85.302882,USA
493,Hayden,33.885806,-86.81767,USA
494,Hayneville,32.195707,-86.654994,USA
495,Hazel Green,34.949627,-86.593484,USA
496,Headland,31.353406,-85.332277,USA
497,Heflin,33.611515,-85.588471,USA
498,Helena,33.316978,-86.813786,USA
499,Henagar,34.618604,-85.727381,USA
500,Higdon,34.873247,-85.622507,USA
501,Highland Home,31.928292,-86.297111,USA
502,Hillsboro,34.64763,-87.180379,USA
503,Hodges,34.341664,-87.959023,USA
504,Hollins,33.1175,-86.144444,USA
505,Holly Pond,34.190085,-86.617441,USA
506,Hollytree,34.798979,-86.233627,USA
507,Hollywood,34.730428,-85.953173,USA
508,Holy Trinity,32.222222,-85.005278,USA
509,Honoraville,31.878397,-86.398064,USA
510,Hope Hull,32.224256,-86.393189,USA
511,Horton,34.190033,-86.317318,USA
512,Houston,34.118042,-87.26183,USA
513,Huntsville,34.726866,-86.567318,USA
514,Hurtsboro,32.245429,-85.395903,USA
515,Huxford,31.22,-87.461944,USA
516,Ider,34.735059,-85.641577,USA
517,Irvington,30.480241,-88.239563,USA
518,Jachin,32.244174,-88.233356,USA
519,Jack,31.552392,-86.043083,USA
520,Jackson,31.513098,-87.867192,USA
521,Jacksons Gap,32.879698,-85.848662,USA
522,Jacksonville,33.830966,-85.77518,USA
523,Jasper,33.871672,-87.249144,USA
524,Jefferson,32.386667,-87.898056,USA
525,Jemison,32.980539,-86.718052,USA
526,Jones,32.608515,-86.889266,USA
527,Joppa,34.283739,-86.551939,USA
528,Kansas,33.901667,-87.551944,USA
529,Kellerman,33.340556,-87.304722,USA
530,Kellyton,32.979068,-86.048397,USA
531,Kennedy,33.574964,-88.05172,USA
532,Kent,32.618889,-85.948611,USA
533,Killen,34.901632,-87.508185,USA
534,Kimberly,33.768355,-86.808417,USA
535,Kinston,31.262118,-86.069532,USA
536,Knoxville,32.982423,-87.791855,USA
537,Laceys Spring,34.499647,-86.612869,USA
538,Lafayette,32.925237,-85.442563,USA
539,Lanett,32.861609,-85.21608,USA
540,Langston,34.497831,-86.10563,USA
541,Lapine,31.985423,-86.278534,USA
542,Lawley,32.864558,-86.956708,USA
543,Leeds,33.528333,-86.574824,USA
544,Leesburg,34.191083,-85.77051,USA
545,Leighton,34.710982,-87.522133,USA
546,Lenox,31.327261,-87.19671,USA
547,Leroy,31.491021,-87.968672,USA
548,Lester,34.918364,-87.143396,USA
549,Letohatchee,32.086199,-86.488013,USA
550,Lexington,34.955924,-87.393519,USA
551,Lillian,30.39724,-87.474452,USA
552,Lincoln,33.605913,-86.111152,USA
553,Linden,32.305343,-87.795358,USA
554,Lineville,33.328613,-85.734609,USA
555,Lisman,32.217722,-88.323419,USA
556,Little River,31.22459,-87.754796,USA
557,Livingston,32.588509,-88.173592,USA
558,Loachapoka,32.604167,-85.593333,USA
559,Lockhart,31.010278,-86.349722,USA
560,Locust Fork,33.9075,-86.615278,USA
561,Logan,34.184079,-87.038115,USA
562,Louisville,31.794262,-85.558062,USA
563,Lower Peach Tree,31.850365,-87.568224,USA
564,Lowndesboro,32.300292,-86.609868,USA
565,Loxley,30.617964,-87.75624,USA
566,Luverne,31.70739,-86.256601,USA
567,Lynn,34.052984,-87.539814,USA
568,Madison,34.6578,-86.8056,USA
569,Madison,34.7837,-86.7486,USA
570,Magnolia,32.141931,-87.699815,USA
571,Magnolia Springs,30.394497,-87.785781,USA
572,Malcolm,31.191111,-88.0075,USA
573,Malvern,31.157528,-85.522327,USA
574,Maplesville,32.804507,-86.871704,USA
575,Marbury,32.639373,-86.510138,USA
576,Margaret,33.686111,-86.475,USA
577,Marion,32.646301,-87.331437,USA
578,Marion Junction,32.426589,-87.270181,USA
579,Mathews,32.128288,-86.041262,USA
580,Maylene,33.231694,-86.872745,USA
581,Mc Calla,33.284546,-87.102379,USA
582,Mc Intosh,31.236108,-88.051102,USA
583,Mc Kenzie,31.54495,-86.735615,USA
584,Mc Shan,33.381667,-88.143333,USA
585,Mc Williams,31.845556,-87.088333,USA
586,Megargel,31.379722,-87.428333,USA
587,Melvin,31.930278,-88.458889,USA
588,Mentone,34.587236,-85.577728,USA
589,Meridianville,34.861779,-86.578879,USA
590,Mexia,31.506944,-87.388333,USA
591,Midland City,31.36716,-85.513033,USA
592,Midway,32.09552,-85.531523,USA
593,Millbrook,32.499485,-86.364125,USA
594,Millerville,33.158959,-85.969001,USA
595,Millport,33.54013,-88.200003,USA
596,Millry,31.626871,-88.355872,USA
597,Minter,32.095387,-86.92497,USA
598,Mobile,30.6959,-88.0434,USA
599,Monroeville,31.51533,-87.340993,USA
600,Montevallo,33.124765,-86.862228,USA
601,Montgomery,32.3743,-86.3118,USA
602,Montrose,30.565556,-87.901667,USA
603,Moody,33.584132,-86.51557,USA
604,Mooresville,34.628333,-86.880278,USA
605,Morris,33.739172,-86.772551,USA
606,Morvin,31.967305,-87.972897,USA
607,Moulton,34.505836,-87.222385,USA
608,Moundville,32.978853,-87.615134,USA
609,Mount Hope,34.462969,-87.451453,USA
610,Mount Meigs,32.3625,-86.101944,USA
611,Mount Olive,33.67678,-86.87171,USA
612,Mount Vernon,31.097375,-88.035044,USA
613,Mulga,33.540696,-87.043998,USA
614,Munford,33.540987,-85.936322,USA
615,Muscadine,33.752913,-85.378907,USA
616,Muscle Shoals,34.756136,-87.630443,USA
617,Myrtlewood,32.250278,-87.949722,USA
618,Nanafalia,32.112778,-87.988056,USA
619,Natural Bridge,34.093333,-87.601944,USA
620,Nauvoo,33.929859,-87.432449,USA
621,Needham,32.012165,-88.345798,USA
622,New Brockton,31.36898,-85.940386,USA
623,New Castle,33.648889,-86.768611,USA
624,New Hope,34.549445,-86.3961,USA
625,New Market,34.899991,-86.448742,USA
626,Newbern,32.551465,-87.561472,USA
627,Newton,31.331064,-85.599229,USA
628,Newville,31.440295,-85.328741,USA
629,Normal,34.788889,-86.571944,USA
630,Northport,33.2605,-87.5872,USA
631,Notasulga,32.543727,-85.68707,USA
632,Oak Hill,31.925,-87.0825,USA
633,Oakman,33.700174,-87.368574,USA
634,Odenville,33.675611,-86.408952,USA
635,Ohatchee,33.778779,-86.025357,USA
636,Oneonta,33.925858,-86.474118,USA
637,Opelika,32.627771,-85.358629,USA
638,Opp,31.279861,-86.257105,USA
639,Orange Beach,30.290596,-87.555888,USA
640,Orrville,32.294859,-87.221368,USA
641,Owens Cross Roads,34.612859,-86.466577,USA
